contract_id,date,department,vendor_name,amount,category,description,budget,bidders_count
C0617,2024-08-12,Education,PrimeVendor Corporation,8122096,Infrastructure,Purchase of 242 desks for government offices,7821544,7
C0618,2024-02-11,PWD,QuickOffice Supplies,2800000,Construction,Critical procurement of furniture for department,1768258,1
C0619,2024-11-23,PWD,Digital Solutions Inc,4618046,Infrastructure,Purchase of 404 laptops for government offices,4950322,7
C0620,2024-11-09,Health,TechCorp Services,1808712,Vehicles,Purchase of 148 laptops for government offices,1719350,4
C0621,2024-10-03,Health,GreenTech Industries,5155496,Construction,Purchase of 77 desks for government offices,5339611,5
C0622,2024-12-16,Agriculture,DataSystems India,4746272,Office Supplies,Purchase of 77 furniture for government offices,4607532,3
C0623,2024-08-10,Education,PrimeVendor Corporation,10415461,Maintenance,Purchase of 103 furniture for government offices,10921579,3
C0624,2024-03-31,Agriculture,Auto Parts Ltd,472759,Office Supplies,Purchase of 419 vehicles for government offices,456254,4
C0625,2024-12-12,Social Welfare,SmartCity Developers,1033692,Office Supplies,Purchase of 171 furniture for government offices,1025833,3
C0626,2024-07-11,Urban Development,Medicare Corporation,470648,Furniture,Purchase of 124 desks for government offices,476753,6
C0627,2024-07-10,Education,Digital Solutions Inc,989606,IT Equipment,Purchase of 221 desks for government offices,1065629,4
C0628,2024-05-23,PWD,GreenTech Industries,4687868,Construction,Purchase of 162 medicines for government offices,4557808,5
C0629,2024-10-22,Urban Development,SmartCity Developers,825942,Infrastructure,Purchase of 491 desks for government offices,876660,6
C0630,2024-05-22,Transport,PrimeVendor Corporation,13000000,Construction,Critical procurement of vehicles for department,6172066,1
C0631,2024-10-20,Education,Auto Parts Ltd,5470276,Maintenance,Purchase of 425 servers for government offices,5225249,6
C0632,2024-07-20,Social Welfare,QuickOffice Supplies,467866,Construction,Purchase of 435 laptops for government offices,459101,7
C0633,2024-07-02,Education,EduSupply Solutions,402389,Infrastructure,Purchase of 410 vehicles for government offices,417267,4
C0634,2024-03-11,Education,SmartCity Developers,4277418,Medical Supplies,Purchase of 410 furniture for government offices,4548185,6
C0635,2024-07-16,Transport,GreenTech Industries,1918552,Medical Supplies,Purchase of 407 servers for government offices,1896597,5
C0636,2024-11-13,Social Welfare,PharmaCo Enterprises,477210,Infrastructure,Purchase of 76 laptops for government offices,509803,5
C0637,2024-11-12,Agriculture,QuickOffice Supplies,3500000,Maintenance,Urgent procurement of equipment for department,2001376,1
C0638,2024-02-28,IT Department,HealthFirst Products,10613394,Furniture,Purchase of 214 medicines for government offices,11052466,4
C0639,2024-05-21,IT Department,EduSupply Solutions,4000000,Vehicles,Critical procurement of vehicles for department,2202948,1
C0640,2024-12-10,PWD,DataSystems India,428253,Medical Supplies,Purchase of 91 vehicles for government offices,456054,3
C0641,2024-02-25,Education,DataSystems India,504562,Furniture,Purchase of 316 furniture for government offices,511889,4
C0642,2024-12-15,Health,ABC Technologies Pvt Ltd,942171,Office Supplies,Purchase of 199 desks for government offices,946520,3
C0643,2024-09-23,Urban Development,EduSupply Solutions,4868056,Services,Purchase of 298 servers for government offices,5039649,5
C0644,2024-10-17,Education,Medicare Corporation,1703042,Vehicles,Purchase of 240 medicines for government offices,1675454,6
C0645,2024-05-25,PWD,SmartCity Developers,985589,Construction,Purchase of 196 desks for government offices,956911,7
C0646,2024-03-23,PWD,QuickOffice Supplies,549065,Maintenance,Purchase of 183 medicines for government offices,562620,6
C0647,2024-12-28,IT Department,BuildCo Infrastructure,5900000,IT Equipment,Urgent procurement of vehicles for department,2637000,2
C0648,2024-07-26,Agriculture,Urban Builders,1084336,Services,Purchase of 52 furniture for government offices,1160906,4
C0649,2024-08-30,Health,Digital Solutions Inc,10000663,Infrastructure,Purchase of 223 furniture for government offices,10540147,6
C0650,2024-01-21,Urban Development,PharmaCo Enterprises,8350628,Medical Supplies,Purchase of 480 desks for government offices,7960014,7
C0651,2024-06-16,Health,HealthFirst Products,2300000,Infrastructure,Urgent procurement of laptops for department,1108346,1
C0652,2024-12-12,Education,PrimeVendor Corporation,546375,Vehicles,Purchase of 212 servers for government offices,547071,6
C0653,2024-07-22,IT Department,EduSupply Solutions,4554444,Maintenance,Purchase of 226 medicines for government offices,4547466,5
C0654,2024-02-14,Social Welfare,Digital Solutions Inc,5112291,Furniture,Purchase of 197 desks for government offices,5132889,6
C0655,2024-03-12,Agriculture,BuildCo Infrastructure,8258233,Furniture,Purchase of 494 servers for government offices,8068391,6
C0656,2024-02-15,Social Welfare,DataSystems India,4200000,Maintenance,Urgent procurement of equipment for department,2405002,1
C0657,2024-09-08,Education,Medicare Corporation,5500000,Services,Urgent procurement of laptops for department,2703303,2
C0658,2024-06-02,Urban Development,PrimeVendor Corporation,4186265,Office Supplies,Purchase of 263 desks for government offices,4339351,5
C0659,2024-01-15,Social Welfare,SmartCity Developers,4400000,Services,Critical procurement of vehicles for department,3095932,1
C0660,2024-11-17,PWD,TechCorp Services,455980,IT Equipment,Purchase of 482 medicines for government offices,476628,3
C0661,2024-03-15,Agriculture,ABC Technologies Pvt Ltd,907215,Services,Purchase of 264 furniture for government offices,868091,5
C0662,2024-05-29,PWD,HealthFirst Products,477079,Vehicles,Purchase of 441 laptops for government offices,500760,4
C0663,2024-06-10,Agriculture,SmartCity Developers,1762875,Construction,Purchase of 99 servers for government offices,1834687,5
C0664,2024-01-07,Transport,Medicare Corporation,1823808,Maintenance,Purchase of 133 laptops for government offices,1847584,5
C0665,2024-04-23,Health,Auto Parts Ltd,9840285,Infrastructure,Purchase of 483 servers for government offices,10411849,7
C0666,2024-02-09,Urban Development,PrimeVendor Corporation,2800000,Maintenance,Immediate procurement of equipment for department,1569085,1
C0667,2024-06-24,PWD,Digital Solutions Inc,1617255,Office Supplies,Purchase of 115 furniture for government offices,1707650,4
C0668,2024-06-06,Urban Development,GreenTech Industries,1094332,Furniture,Purchase of 89 laptops for government offices,1100049,3
C0669,2024-01-22,IT Department,ABC Technologies Pvt Ltd,518958,Medical Supplies,Purchase of 290 laptops for government offices,527651,3
C0670,2024-06-03,PWD,Urban Builders,517355,Vehicles,Purchase of 350 desks for government offices,553369,4
C0671,2024-01-15,Health,BuildCo Infrastructure,5800000,IT Equipment,Urgent procurement of vehicles for department,2948624,1
C0672,2024-09-27,Health,PrimeVendor Corporation,1089279,Office Supplies,Purchase of 52 furniture for government offices,1059139,7
C0673,2024-09-15,PWD,SmartCity Developers,4549694,Vehicles,Purchase of 394 laptops for government offices,4670804,6
C0674,2024-07-13,Health,HealthFirst Products,8682662,Construction,Purchase of 113 vehicles for government offices,8375902,5
C0675,2024-09-10,Social Welfare,DataSystems India,1934279,Infrastructure,Purchase of 302 laptops for government offices,1847776,5
C0676,2024-11-03,Urban Development,Urban Builders,4338810,Vehicles,Purchase of 146 laptops for government offices,4351595,6
C0677,2024-04-01,Social Welfare,Auto Parts Ltd,12500000,Medical Supplies,Emergency procurement of equipment for department,6507514,1
C0678,2024-03-27,Social Welfare,Digital Solutions Inc,2000000,Infrastructure,Emergency procurement of equipment for department,1161573,2
C0679,2024-05-22,Social Welfare,EduSupply Solutions,9780949,Maintenance,Purchase of 232 vehicles for government offices,10253558,6
C0680,2024-05-22,PWD,ABC Technologies Pvt Ltd,4162055,Medical Supplies,Purchase of 168 furniture for government offices,4089592,6
C0681,2024-01-28,Agriculture,Medicare Corporation,5017161,Services,Purchase of 359 furniture for government offices,5400318,6
C0682,2024-11-14,Transport,DataSystems India,499162,Infrastructure,Purchase of 455 vehicles for government offices,507943,6
C0683,2024-09-08,Social Welfare,PrimeVendor Corporation,9030846,Medical Supplies,Purchase of 59 laptops for government offices,9588567,7
C0684,2024-07-15,IT Department,PrimeVendor Corporation,4663834,Construction,Purchase of 335 furniture for government offices,4452457,4
C0685,2024-09-08,Urban Development,Urban Builders,2029433,Maintenance,Purchase of 341 furniture for government offices,2056564,3
C0686,2024-12-16,IT Department,EduSupply Solutions,4713866,Furniture,Purchase of 78 vehicles for government offices,5001721,7
C0687,2024-11-11,Agriculture,GreenTech Industries,1792289,IT Equipment,Purchase of 115 medicines for government offices,1709232,3
C0688,2024-11-16,Transport,QuickOffice Supplies,464222,Office Supplies,Purchase of 229 laptops for government offices,500873,6
C0689,2024-11-27,PWD,ABC Technologies Pvt Ltd,536558,Maintenance,Purchase of 108 medicines for government offices,514298,5
C0690,2024-06-15,Education,PharmaCo Enterprises,11700000,Furniture,Emergency procurement of furniture for department,7884421,1
C0691,2024-10-19,Agriculture,Medicare Corporation,8293177,Services,Purchase of 222 vehicles for government offices,8405023,4
C0692,2024-07-05,Transport,DataSystems India,949085,Services,Purchase of 480 servers for government offices,1006175,3
C0693,2024-01-25,Health,TechCorp Services,9206082,Vehicles,Purchase of 417 servers for government offices,9016116,3
C0694,2024-05-19,IT Department,Auto Parts Ltd,22100000,Maintenance,Immediate procurement of vehicles for department,10244006,1
C0695,2024-06-09,PWD,TechCorp Services,4376897,Infrastructure,Purchase of 142 laptops for government offices,4451295,7
C0696,2024-04-19,Education,HealthFirst Products,4401903,Office Supplies,Purchase of 486 vehicles for government offices,4546859,7
C0697,2024-07-05,Social Welfare,PharmaCo Enterprises,845141,Medical Supplies,Purchase of 482 vehicles for government offices,878177,5
C0698,2024-11-20,Transport,Auto Parts Ltd,4400402,Office Supplies,Purchase of 181 furniture for government offices,4344586,4
C0699,2024-02-28,Social Welfare,Auto Parts Ltd,436837,IT Equipment,Purchase of 298 servers for government offices,461972,6
C0700,2024-04-13,PWD,Urban Builders,808742,IT Equipment,Purchase of 387 servers for government offices,851327,5
C0701,2024-09-05,Social Welfare,PrimeVendor Corporation,528937,Vehicles,Purchase of 202 laptops for government offices,508261,7
C0702,2024-12-09,Health,HealthFirst Products,459534,Maintenance,Purchase of 170 laptops for government offices,486727,4
C0703,2024-05-08,Social Welfare,GreenTech Industries,435711,Office Supplies,Purchase of 218 servers for government offices,420851,5
C0704,2024-08-04,Education,EduSupply Solutions,426273,Maintenance,Purchase of 259 medicines for government offices,458708,6
C0705,2024-07-10,Agriculture,EduSupply Solutions,447473,Vehicles,Purchase of 192 desks for government offices,449751,4
C0706,2024-06-06,Social Welfare,DataSystems India,15500000,Vehicles,Urgent procurement of supplies for department,9652209,1
C0707,2024-12-16,Health,PrimeVendor Corporation,1057294,Office Supplies,Purchase of 180 medicines for government offices,1057823,6
C0708,2024-06-01,IT Department,SmartCity Developers,1074767,Medical Supplies,Purchase of 454 laptops for government offices,1109241,6
C0709,2024-09-08,PWD,Digital Solutions Inc,5389745,Services,Purchase of 498 laptops for government offices,5353385,6
C0710,2024-09-16,Education,Urban Builders,12000000,Construction,Critical procurement of laptops for department,7738561,1
C0711,2024-11-18,Health,BuildCo Infrastructure,800922,Construction,Purchase of 210 servers for government offices,781707,5
C0712,2024-05-07,PWD,DataSystems India,1054088,Construction,Purchase of 281 vehicles for government offices,1095353,5
C0713,2024-12-17,Social Welfare,PrimeVendor Corporation,2079717,Furniture,Purchase of 238 desks for government offices,2029442,6
C0714,2024-10-19,Transport,DataSystems India,538466,Construction,Purchase of 95 vehicles for government offices,556840,4
C0715,2024-01-26,Health,ABC Technologies Pvt Ltd,4900589,Maintenance,Purchase of 137 servers for government offices,4750643,5
C0716,2024-08-10,Transport,SmartCity Developers,5240886,Services,Purchase of 415 desks for government offices,5315512,4
C0717,2024-05-27,Transport,Auto Parts Ltd,4195298,Construction,Purchase of 160 medicines for government offices,4452570,7
C0718,2024-07-28,Agriculture,TechCorp Services,443528,Infrastructure,Purchase of 280 desks for government offices,436446,7
C0719,2024-02-13,Social Welfare,Digital Solutions Inc,2800000,Services,Urgent procurement of furniture for department,1943455,2
C0720,2024-02-07,Education,ABC Technologies Pvt Ltd,700000,Services,Immediate procurement of vehicles for department,536040,2
C0721,2024-09-15,PWD,DataSystems India,2186514,Construction,Purchase of 336 laptops for government offices,2267992,4
C0722,2024-09-14,Social Welfare,Medicare Corporation,2126738,Services,Purchase of 413 servers for government offices,2056873,5
C0723,2024-02-29,Social Welfare,DataSystems India,949763,Services,Purchase of 432 medicines for government offices,1022456,5
C0724,2024-11-09,Urban Development,GreenTech Industries,1910183,Construction,Purchase of 211 furniture for government offices,1922887,4
C0725,2024-10-11,Urban Development,DataSystems India,4079833,Construction,Purchase of 143 laptops for government offices,3954666,4
C0726,2024-12-27,Urban Development,EduSupply Solutions,549280,Infrastructure,Purchase of 276 medicines for government offices,588024,3
C0727,2024-02-27,IT Department,TechCorp Services,837096,Office Supplies,Purchase of 142 desks for government offices,805424,5
C0728,2024-10-25,Urban Development,Urban Builders,478902,Medical Supplies,Purchase of 89 desks for government offices,490492,6
